Ano,Mês,CODCEST,FAMILIA,QTDITEM,preço_medio
2018,dezembro,1708500,PRESU PERDIGAO MAGRO OVAL KG FAT,63,"R$21,98"
2018,dezembro,1708500,PRESU PERDIGAO MAGRO OVAL KG PED,6,"R$19,99"
2018,dezembro,1708500,PRESUNTO CHESTER LANCHE KG FAT,7,"R$8,89"
2018,dezembro,1708500,PRESUNTO CHESTER LANCHE KG PED,7,"R$8,89"
2018,dezembro,1708500,PRESUNTO DE PERU PERDIGAO KG,14,"R$17,98"
2018,dezembro,1708500,PRESUNTO DE PERU PERDIGAO KG FAT,1020,"R$19,05"
2018,dezembro,1708500,PRESUNTO DE PERU PERDIGAO KG PED,16,"R$18,06"
2018,dezembro,1708500,PRESUNTO DE PERU SADIA KG,554,"R$17,51"
2018,dezembro,1708500,PRESUNTO DE PERU SADIA KG FAT PCSL,5972,"R$17,76"
2018,dezembro,1708500,PRESUNTO DE PERU SADIA KG PED PCSL,209,"R$17,62"
2018,dezembro,1708500,PRESUNTO PERDIGAO MAGRO OVAL KG,3,"R$22,09"
2018,dezembro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO,4,"R$19,22"
2018,dezembro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO FAT,7,"R$21,19"
2018,dezembro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO PED,1,"R$21,69"
2018,dezembro,1708500,PRESUNTO PERU SADIA KG LIGHT VACUO,1,"R$2,49"
2018,dezembro,1708500,PRESUNTO PERU SEARA KG FAT,1,"R$21,49"
2018,dezembro,1708500,PRESUNTO SADIA KG PCON,1,"R$26,49"
2018,dezembro,1708500,PRESUNTO SUINO SADIA KG C CAPA GORD,5,"R$26,19"
2018,dezembro,1708500,PRESUNTO SUINO SADIA KG S CAPA GORD,0,"R$28,20"
2018,dezembro,1708500,SALSICHA HOT DOG PERDIGAO KG SHG,4012,"R$9,34"
2018,dezembro,1708500,TENDER PERDIGÃO KG,54,"R$34,98"
2018,dezembro,1708500,TIRINHAS EMPANA REZENDE KG,1,"R$8,00"
2019,janeiro,1708500,APRESUNTADO PERDIGAO KG APR015,2,"R$19,59"
2019,janeiro,1708500,APRESUNTADO PERDIGAO KG FAT APRO15,47,"R$19,88"
2019,janeiro,1708500,APRESUNTADO PERDIGAO KG PED APRO15,1,"R$17,28"
2019,janeiro,1708500,APRESUNTADO REZENDE PECA/PEDACO KG,1,"R$6,19"
2019,janeiro,1708500,APRESUNTADO SADIA RETANGULAR KG,2,"R$21,29"
2019,janeiro,1708500,APRESUNTADO SADIA RETANGULAR KG FAT,20,"R$21,28"
2019,janeiro,1708500,BACON MANTA SADIA KG,639,"R$22,23"
2019,janeiro,1708500,BACON PERDIGAO KG EM PEDACO,12,"R$50,01"
2019,janeiro,1708500,BACON PERDIGAO KG MANTA,535,"R$22,86"
2019,janeiro,1708500,BLANQUET DE PERU SADIA KG FAT,73,"R$43,78"
2019,janeiro,1708500,BLANQUET DE PERU SADIA KG PED,10,"R$36,05"
2019,janeiro,1708500,LANCHE GOSTOSINHA KG BOVINO,29,"R$5,55"
2019,janeiro,1708500,LANCHE GOSTOSINHA KG FAT,277,"R$6,11"
2019,janeiro,1708500,LANCHE GOSTOSINHA KG PED,21,"R$5,55"
2019,janeiro,1708500,LANCHE PERDIGAO KG,2,"R$17,58"
2019,janeiro,1708500,LANCHE PERDIGAO KG FAT CHESTER,140,"R$18,29"
2019,janeiro,1708500,LANCHE PERDIGAO KG PED,1,"R$15,00"
2019,janeiro,1708500,LANCHE PERDIGAO KG PED CHESTER,2,"R$15,88"
2019,janeiro,1708500,LANCHE REGINA KG FAT,167,"R$11,38"
2019,janeiro,1708500,LANCHE REGINA KG FRANGO,5,"R$10,29"
2019,janeiro,1708500,LANCHE REGINA KG PED,0,"R$10,30"
2019,janeiro,1708500,LANCHE REZENDE VACUO KG FAT,2,"R$29,90"
2019,janeiro,1708500,LANCHE SADILAR KG PED,3,"R$8,80"
2019,janeiro,1708500,MORTADELA LEBON MINI DOUX KG,0,"R$5,25"
2019,janeiro,1708500,MORTADELA PEDIGAO KG FAT,0,"R$18,90"
2019,janeiro,1708500,MORTADELA PERDIGAO KG BOLOGNA OURO,5,"R$19,75"
2019,janeiro,1708500,MORTADELA SADIA KG FIORI SUINA FAT,0,"R$29,91"
2019,janeiro,1708500,MORTADELA SADIA KG SUINA FAT,1,"R$7,92"
2019,janeiro,1708500,MORTADELA SADIA KG SUINA PED,2,"R$7,19"
2019,janeiro,1708500,PEITO CHESTER KG DEFUMADO FAT,4,"R$48,89"
2019,janeiro,1708500,PEITO DE FGO SADIA KG A GRANEL FAT,101,"R$24,99"
2019,janeiro,1708500,PEITO DE FGO SADIA KG DEFUMADO,1,"R$24,55"
2019,janeiro,1708500,PEITO DE PERU BATAVO DEF KG FAT,0,"R$30,00"
2019,janeiro,1708500,PEITO DE PERU SADIA KG LIGHT DEFUM,0,"R$53,56"
2019,janeiro,1708500,PEITO DE PERU SADIA KG LIGHT FAT,233,"R$49,90"
2019,janeiro,1708500,PEITO DE PERU SADIA KG LIGHT PED,0,"R$48,90"
2019,janeiro,1708500,PEITO DE PERU SEARA KG DEFUMADO FAT,3,"R$43,67"
2019,janeiro,1708500,PERU SADIA DESSOSADO RECHEADO KG,1,"R$16,48"
2019,janeiro,1708500,PRES CERATTI CONTADINO FIORU KG PED,2,"R$152,39"
2019,janeiro,1708500,PRES CERATTI FRANGO C AZEI KG PED,1,"R$60,39"
2019,janeiro,1708500,PRES PERDIGAO TRAD OVAL C C KG FAT,0,"R$12,61"
2019,janeiro,1708500,PRES PERU SADIA KG LIGHT VAC FAT,3,"R$19,90"
2019,janeiro,1708500,PRES SUINO SADIA KG C CAPA PCI FAT,22,"R$28,39"
2019,janeiro,1708500,PRES SUINO SADIA KG FAT S CAPA GORD,1,"R$31,00"
2019,janeiro,1708500,PRES SUINO SADIA KG FAT S CAPA PCON,76,"R$29,48"
2019,janeiro,1708500,PRES SUINO SADIA KG PED S CAPA GORD,0,"R$28,21"
2019,janeiro,1708500,PRESU PERDIGAO MAGRO OVAL KG FAT,922,"R$19,07"
2019,janeiro,1708500,PRESU PERDIGAO MAGRO OVAL KG PED,5,"R$19,31"
2019,janeiro,1708500,PRESUNTO CHESTER LANCHE KG FAT,3,"R$8,89"
2019,janeiro,1708500,PRESUNTO CHESTER LANCHE KG PED,19,"R$8,89"
2019,janeiro,1708500,PRESUNTO DE PERU PERDIGAO KG FAT,14,"R$19,47"
2019,janeiro,1708500,PRESUNTO DE PERU PERDIGAO KG PED,10,"R$17,69"
2019,janeiro,1708500,PRESUNTO DE PERU SADIA KG,15,"R$19,66"
2019,janeiro,1708500,PRESUNTO DE PERU SADIA KG FAT PCSL,3777,"R$19,59"
2019,janeiro,1708500,PRESUNTO DE PERU SADIA KG PED PCSL,27,"R$19,02"
2019,janeiro,1708500,PRESUNTO PERDIGAO MAGRO OVAL KG,30,"R$18,20"
2019,janeiro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO FAT,5,"R$21,19"
2019,janeiro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO PED,0,"R$21,69"
2019,janeiro,1708500,PRESUNTO PERU SEARA KG FAT,0,"R$21,50"
2019,janeiro,1708500,PRESUNTO PERU SEARA KG PED,0,"R$21,47"
2019,janeiro,1708500,PRESUNTO SADIA KG PCON,1,"R$26,47"
2019,janeiro,1708500,PRESUNTO SUINO SADIA KG C CAPA GORD,1,"R$26,19"
2019,janeiro,1708500,SALSICHA HOT DOG PERDIGAO KG SHG,3613,"R$9,61"
2019,janeiro,1708500,TENDER PERDIGÃO KG,1,"R$40,90"
2019,fevereiro,1708500,APRESUNTADO PERDIGAO KG APR015,2,"R$20,00"
2019,fevereiro,1708500,APRESUNTADO PERDIGAO KG FAT APRO15,38,"R$22,59"
2019,fevereiro,1708500,APRESUNTADO REZENDE PECA/PEDACO KG,2,"R$6,19"
2019,fevereiro,1708500,APRESUNTADO SADIA RETANGULAR KG,2,"R$21,41"
2019,fevereiro,1708500,APRESUNTADO SADIA RETANGULAR KG FAT,74,"R$21,40"
2019,fevereiro,1708500,APRESUNTADO SADIA RETANGULAR KG PED,1,"R$21,50"
2019,fevereiro,1708500,BACON MANTA SADIA KG,797,"R$22,71"
2019,fevereiro,1708500,BACON PERDIGAO KG EM PEDACO,8,"R$50,49"
2019,fevereiro,1708500,BACON PERDIGAO KG MANTA,247,"R$25,52"
2019,fevereiro,1708500,BLANQUET DE PERU SADIA KG FAT,39,"R$44,26"
2019,fevereiro,1708500,BLANQUET DE PERU SADIA KG PED,1,"R$39,86"
2019,fevereiro,1708500,LANCHE GOSTOSINHA KG BOVINO,34,"R$5,55"
2019,fevereiro,1708500,LANCHE GOSTOSINHA KG FAT,217,"R$6,11"
2019,fevereiro,1708500,LANCHE GOSTOSINHA KG PED,20,"R$5,55"
2019,fevereiro,1708500,LANCHE PERDIGAO KG,4,"R$17,96"
2019,fevereiro,1708500,LANCHE PERDIGAO KG FAT CHESTER,164,"R$19,67"
2019,fevereiro,1708500,LANCHE PERDIGAO KG PED,1,"R$15,00"
2019,fevereiro,1708500,LANCHE PERDIGAO KG PED CHESTER,2,"R$15,89"
2019,fevereiro,1708500,LANCHE REGINA KG FAT,110,"R$11,39"
2019,fevereiro,1708500,LANCHE REGINA KG FRANGO,4,"R$10,28"
2019,fevereiro,1708500,LANCHE REGINA KG PED,2,"R$10,29"
2019,fevereiro,1708500,LANCHE REZENDE VACUO KG FAT,1,"R$29,90"
2019,fevereiro,1708500,LANCHE SADILAR KG PED,6,"R$8,80"
2019,fevereiro,1708500,LOMBO SEARA T CANADENSE KG,9,"R$33,45"
2019,fevereiro,1708500,LOMBO SEARA T CANADENSE KG FAT,1,"R$33,42"
2019,fevereiro,1708500,LOMBO SEARA T.CANADENSE KG PED,27,"R$33,49"
2019,fevereiro,1708500,MORTADELA LEBON MINI DOUX KG,2,"R$5,23"
2019,fevereiro,1708500,MORTADELA PERDIGAO KG BOLOGNA OURO,5,"R$19,97"
2019,fevereiro,1708500,MORTADELA SADIA KG FIORI SUINA FAT,0,"R$30,00"
2019,fevereiro,1708500,MORTADELA SADIA KG FIORI SUINA PED,0,"R$29,91"
2019,fevereiro,1708500,MORTADELA SADIA KG SUINA PED,1,"R$7,25"
2019,fevereiro,1708500,PEITO CHESTER KG DEFUMADO FAT,20,"R$49,30"
2019,fevereiro,1708500,PEITO DE FGO SADIA KG A GRANEL FAT,12,"R$25,00"
2019,fevereiro,1708500,PEITO DE FGO SADIA KG A GRANEL PED,1,"R$24,97"
2019,fevereiro,1708500,PEITO DE PERU BATAVO DEF KG FAT,0,"R$30,00"
2019,fevereiro,1708500,PEITO DE PERU SADIA KG LIGHT DEFUM,0,"R$51,74"
2019,fevereiro,1708500,PEITO DE PERU SADIA KG LIGHT FAT,217,"R$49,89"
2019,fevereiro,1708500,PEITO DE PERU SADIA KG LIGHT PED,0,"R$48,90"
2019,fevereiro,1708500,PEITO DE PERU SEARA KG DEFUMADO FAT,3,"R$43,33"
2019,fevereiro,1708500,PERU SADIA DESSOSADO RECHEADO KG,1,"R$16,49"
2019,fevereiro,1708500,PRES CERATTI FRANGO C AZEI KG PED,0,"R$60,40"
2019,fevereiro,1708500,PRES PERU SADIA KG LIGHT VAC FAT,0,"R$19,90"
2019,fevereiro,1708500,PRES SADIA KG PED S CAPA GORD PCON,1,"R$25,97"
2019,fevereiro,1708500,PRES SUINO SADIA KG C CAPA PCI FAT,1,"R$29,96"
2019,fevereiro,1708500,PRES SUINO SADIA KG FAT S CAPA GORD,2,"R$31,01"
2019,fevereiro,1708500,PRES SUINO SADIA KG FAT S CAPA PCON,74,"R$29,18"
2019,fevereiro,1708500,PRESU PERDIGAO MAGRO OVAL KG FAT,3054,"R$23,02"
2019,fevereiro,1708500,PRESU PERDIGAO MAGRO OVAL KG PED,5,"R$21,86"
2019,fevereiro,1708500,PRESUNTO CHESTER LANCHE KG FAT,4,"R$8,89"
2019,fevereiro,1708500,PRESUNTO CHESTER LANCHE KG PED,7,"R$8,89"
2019,fevereiro,1708500,PRESUNTO DE PERU PERDIGAO KG FAT,146,"R$24,44"
2019,fevereiro,1708500,PRESUNTO DE PERU PERDIGAO KG PED,9,"R$20,45"
2019,fevereiro,1708500,PRESUNTO DE PERU SADIA KG FAT PCSL,2,"R$25,24"
2019,fevereiro,1708500,PRESUNTO PERDIGAO MAGRO OVAL KG,21,"R$22,18"
2019,fevereiro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO FAT,35,"R$21,19"
2019,fevereiro,1708500,PRESUNTO PERDIGAO OVAL KG VACUO PED,1,"R$21,69"
2019,fevereiro,1708500,PRESUNTO PERU SADIA KG LIGHT VACUO,2,"R$2,49"
2019,fevereiro,1708500,PRESUNTO SADIA KG PCON,2,"R$26,05"
2019,fevereiro,1708500,PRESUNTO SUINO SADIA KG C CAPA GORD,1,"R$26,19"
2019,fevereiro,1708500,PRESUNTO SUINO SADIA KG S CAPA GORD,1,"R$28,18"
2019,fevereiro,1708500,SALSICHA HOT DOG PERDIGAO KG SHG,3127,"R$9,48"
2019,fevereiro,1708500,TENDER PERDIGÃO KG,0,"R$40,89"
2019,fevereiro,1708500,TIRINHAS EMPANA REZENDE KG,1,"R$8,00"
2019,março,1708500,APRESUNTADO LEBON VACUO KG PED,0,"R$39,92"
2019,março,1708500,APRESUNTADO PERDIGAO KG APR015,1,"R$19,84"
2019,março,1708500,APRESUNTADO PERDIGAO KG FAT APRO15,30,"R$22,96"
2019,março,1708500,APRESUNTADO PERDIGAO KG PED APRO15,1,"R$19,99"
2019,março,1708500,APRESUNTADO REZENDE PECA/PEDACO KG,0,"R$6,00"
2019,março,1708500,APRESUNTADO SADIA RETANGULAR KG,4,"R$21,49"
2019,março,1708500,APRESUNTADO SADIA RETANGULAR KG FAT,36,"R$21,46"
2019,março,1708500,APRESUNTADO SEARA KG PED,0,"R$17,00"
2019,março,1708500,BACON MANTA SADIA KG,1222,"R$20,70"
2019,março,1708500,BACON PERDIGAO KG EM PEDACO,5,"R$50,48"
2019,março,1708500,BACON PERDIGAO KG MANTA,375,"R$20,66"
2019,março,1708500,BLANQUET DE PERU SADIA KG FAT,49,"R$43,90"
2019,março,1708500,BLANQUET DE PERU SADIA KG LIGHT,0,"R$39,88"
2019,março,1708500,COSTELA SEARA 1KG C MOLHO,2,"R$42,99"
2019,março,1708500,LANCHE GOSTOSINHA KG BOVINO,62,"R$5,62"
2019,março,1708500,LANCHE GOSTOSINHA KG FAT,314,"R$6,21"
2019,março,1708500,LANCHE GOSTOSINHA KG PED,44,"R$5,63"
2019,março,1708500,LANCHE PERDIGAO KG,0,"R$18,69"
2019,março,1708500,LANCHE PERDIGAO KG FAT CHESTER,89,"R$21,49"
2019,março,1708500,LANCHE PERDIGAO KG PED,0,"R$15,00"
2019,março,1708500,LANCHE PERDIGAO KG PED CHESTER,2,"R$18,68"
2019,março,1708500,LANCHE REGINA KG FAT,166,"R$11,38"
2019,março,1708500,LANCHE REGINA KG FRANGO,5,"R$10,28"
2019,março,1708500,LANCHE REGINA KG PED,0,"R$10,29"
2019,março,1708500,LANCHE SADILAR KG PED,0,"R$8,80"
2019,março,1708500,LOMBO SEARA T CANADENSE KG,5,"R$33,48"
2019,março,1708500,LOMBO SEARA T CANADENSE KG FAT,20,"R$33,49"
2019,março,1708500,LOMBO SEARA T.CANADENSE KG PED,14,"R$33,49"
2019,março,1708500,MORTADELA PERDIGAO KG BOLOGNA OURO,5,"R$21,72"
2019,março,1708500,MORTADELA SADIA KG FIORI SUINA FAT,0,"R$29,91"
2019,março,1708500,MORTADELA SADIA KG SUINA FAT,0,"R$7,93"
2019,março,1708500,MORTADELA SADIA KG SUINA PED,0,"R$7,00"
2019,março,1708500,PEITO CHESTER KG DEFUMADO FAT,8,"R$49,89"
2019,março,1708500,PEITO DE FGO SADIA KG A GRANEL FAT,60,"R$24,97"
2019,março,1708500,PEITO DE FGO SADIA KG A GRANEL PED,2,"R$24,99"
2019,março,1708500,PEITO DE FGO SADIA KG DEFUMADO,2,"R$24,99"
2019,março,1708500,PEITO DE PERU BATAVO DEF KG PED,0,"R$29,88"
2019,março,1708500,PEITO DE PERU SADIA KG LIGHT DEFUM,1,"R$56,91"
2019,março,1708500,PEITO DE PERU SADIA KG LIGHT FAT,175,"R$62,98"
2019,março,1708500,PEITO DE PERU SADIA KG LIGHT PED,1,"R$55,41"
2019,março,1708500,PEITO DE PERU SEARA KG DEFUMADO FAT,3,"R$43,71"
2019,março,1708500,PRES CERATTI CONTADINO FIORU KG PED,1,"R$152,39"
2019,março,1708500,PRES CERATTI FRANGO C AZEI KG PED,1,"R$60,19"
2019,março,1708500,PRES PERU SADIA KG LIGHT VAC FAT,0,"R$19,90"
2019,março,1708500,PRES REZENDE KG COZ PED S CAPA GORD,0,"R$29,91"
2019,março,1708500,PRES SUINO SADIA KG C CAPA PCI FAT,14,"R$30,48"
2019,março,1708500,PRES SUINO SADIA KG FAT S CAPA GORD,1,"R$31,01"
2019,março,1708500,PRES SUINO SADIA KG FAT S CAPA PCON,63,"R$29,44"
2019,março,1708500,PRESU PERDIGAO MAGRO OVAL KG FAT,1325,"R$17,73"
2019,março,1708500,PRESU PERDIGAO MAGRO OVAL KG PED,8,"R$20,23"
2019,março,1708500,PRESUNTO DE PERU PERDIGAO KG,13,"R$19,37"
2019,março,1708500,PRESUNTO DE PERU PERDIGAO KG FAT,4585,"R$20,88"
2019,março,1708500,PRESUNTO DE PERU PERDIGAO KG PED,34,"R$20,05"
2019,março,1708500,PRESUNTO DE PERU SADIA KG,1,"R$23,49"
2019,março,1708500,PRESUNTO DE PERU SADIA KG FAT PCSL,60,"R$25,98"
2019,março,1708500,PRESUNTO DE PERU SADIA KG PED PCSL,1,"R$23,50"
2019,março,1708500,PRESUNTO PERDIGAO MAGRO OVAL KG,1,"R$17,89"
2019,março,1708500,PRESUNTO PERU SADIA KG DEF FAT,1,"R$26,50"
2019,março,1708500,PRESUNTO PERU SADIA KG DEF PED,1,"R$24,09"
2019,março,1708500,PRESUNTO SADIA KG PCON,1,"R$26,50"
2019,março,1708500,PRESUNTO SUINO SADIA KG C CAPA GORD,1,"R$27,48"
2019,março,1708500,PRESUNTO SUINO SADIA KG S CAPA GORD,3,"R$25,53"
2019,março,1708500,SALSICHA HOT DOG PERDIGAO KG SHG,3769,"R$9,54"
2019,março,1708500,TIRINHAS EMPANA REZENDE KG,2,"R$8,00"
2019,abril,1708500,APRESUNTADO PERDIGAO KG APR015,1,"R$20,00"
2019,abril,1708500,APRESUNTADO PERDIGAO KG FAT APRO15,30,"R$22,97"
2019,abril,1708500,APRESUNTADO PERDIGAO KG PED APRO15,5,"R$20,00"
2019,abril,1708500,APRESUNTADO REZENDE PECA/PEDACO KG,0,"R$6,20"
2019,abril,1708500,APRESUNTADO SADIA RETANGULAR KG,1,"R$21,48"
2019,abril,1708500,APRESUNTADO SADIA RETANGULAR KG FAT,48,"R$21,49"
2019,abril,1708500,APRESUNTADO SADIA RETANGULAR KG PED,1,"R$21,48"
2019,abril,1708500,BACON MANTA SADIA KG,1011,"R$19,55"
2019,abril,1708500,BACON PERDIGAO KG EM PEDACO,27,"R$50,49"
2019,abril,1708500,BACON PERDIGAO KG MANTA,333,"R$19,26"
2019,abril,1708500,BLANQUET DE PERU SADIA KG FAT,49,"R$43,80"
2019,abril,1708500,BLANQUET DE PERU SADIA KG LIGHT,0,"R$39,84"
2019,abril,1708500,BLANQUET DE PERU SADIA KG PED,1,"R$39,85"
2019,abril,1708500,COSTELA SEARA 1KG C MOLHO,2,"R$42,99"
2019,abril,1708500,LANCHE GOSTOSINHA KG BOVINO,36,"R$5,65"
2019,abril,1708500,LANCHE GOSTOSINHA KG FAT,210,"R$6,24"
2019,abril,1708500,LANCHE GOSTOSINHA KG PED,28,"R$5,65"
2019,abril,1708500,LANCHE PERDIGAO KG,2,"R$18,69"
2019,abril,1708500,LANCHE PERDIGAO KG FAT CHESTER,90,"R$21,48"
2019,abril,1708500,LANCHE PERDIGAO KG PED,0,"R$15,00"
2019,abril,1708500,LANCHE PERDIGAO KG PED CHESTER,1,"R$18,69"
2019,abril,1708500,LANCHE REGINA KG FAT,133,"R$11,38"
2019,abril,1708500,LANCHE REGINA KG FRANGO,9,"R$10,29"
2019,abril,1708500,LANCHE REGINA KG PED,2,"R$10,30"
2019,abril,1708500,LANCHE REZENDE VACUO KG FAT,1,"R$29,91"
2019,abril,1708500,LANCHE SEARA KG PED,1,"R$11,99"
2019,abril,1708500,LINGUICA FRANGO REGINA KG GRILL,1,"R$9,65"
2019,abril,1708500,LOMBO SEARA T CANADENSE KG,2,"R$33,48"
2019,abril,1708500,LOMBO SEARA T CANADENSE KG FAT,15,"R$33,49"
2019,abril,1708500,LOMBO SEARA T.CANADENSE KG PED,10,"R$33,47"
2019,abril,1708500,MORTADELA LEBON MINI DOUX KG,1,"R$5,25"
2019,abril,1708500,MORTADELA LEBON MINI DOUX KG PED,0,"R$29,88"
2019,abril,1708500,MORTADELA PERDIGAO KG BOLOGNA OURO,1,"R$19,30"
2019,abril,1708500,MORTADELA SADIA KG SUINA FAT,13,"R$7,91"
2019,abril,1708500,MORTADELA SADIA KG SUINA PED,0,"R$7,19"
2019,abril,1708500,PEITO DE FGO SADIA KG A GRANEL FAT,73,"R$24,97"
2019,abril,1708500,PEITO DE FGO SADIA KG A GRANEL PED,0,"R$25,00"
2019,abril,1708500,PEITO DE FGO SADIA KG DEFUMADO,2,"R$24,98"
2019,abril,1708500,PEITO DE PERU SADIA KG LIGHT DEFUM,0,"R$53,93"
2019,abril,1708500,PEITO DE PERU SADIA KG LIGHT FAT,162,"R$56,23"
2019,abril,1708500,PEITO DE PERU SADIA KG LIGHT PED,2,"R$56,90"
2019,abril,1708500,PEITO DE PERU SEARA KG,2,"R$42,91"
2019,abril,1708500,PEITO DE PERU SEARA KG DEFUMADO FAT,44,"R$47,89"
2019,abril,1708500,PRES CERATTI CONTADINO FIORU KG PED,1,"R$152,40"
2019,abril,1708500,PRES CERATTI FRANGO C AZEI KG PED,1,"R$60,39"
2019,abril,1708500,PRES PERU SADIA KG LIGHT VAC FAT,0,"R$19,91"
2019,abril,1708500,PRES REZENDE KG COZ PED S CAPA GORD,0,"R$29,92"
2019,abril,1708500,PRES SADIA KG PED S CAPA GORD PCON,0,"R$26,48"
2019,abril,1708500,PRES SUINO SADIA KG C CAPA PCI FAT,29,"R$30,48"
2019,abril,1708500,PRES SUINO SADIA KG FAT S CAPA GORD,4,"R$31,01"
2019,abril,1708500,PRES SUINO SADIA KG FAT S CAPA PCON,32,"R$29,47"
2019,abril,1708500,PRES SUINO SADIA KG PED S CAPA GORD,0,"R$28,19"
2019,abril,1708500,PRESU PERDIGAO MAGRO OVAL KG FAT,6,"R$26,99"
2019,abril,1708500,PRESU PERDIGAO MAGRO OVAL KG PED,3,"R$24,49"
2019,abril,1708500,PRESUNTO DE PERU PERDIGAO KG,43,"R$20,27"
2019,abril,1708500,PRESUNTO DE PERU PERDIGAO KG FAT,2507,"R$19,91"
2019,abril,1708500,PRESUNTO DE PERU PERDIGAO KG PED,31,"R$19,94"
2019,abril,1708500,PRESUNTO DE PERU SADIA KG,3,"R$22,39"
2019,abril,1708500,PRESUNTO DE PERU SADIA KG FAT PCSL,2319,"R$21,79"
2019,abril,1708500,PRESUNTO DE PERU SADIA KG PED PCSL,43,"R$22,74"
2019,abril,1708500,PRESUNTO PERU SADIA KG DEF FAT,2,"R$26,50"
2019,abril,1708500,PRESUNTO PERU SADIA KG DEF PED,1,"R$24,09"
2019,abril,1708500,PRESUNTO PERU SADIA KG LIGHT VACUO,1,"R$2,49"
2019,abril,1708500,PRESUNTO SADIA KG PCON,1,"R$26,49"
2019,abril,1708500,PRESUNTO SUINO SADIA KG C CAPA GORD,0,"R$27,48"
2019,abril,1708500,SALSICHA HOT DOG PERDIGAO KG SHG,3689,"R$8,76"
2019,abril,1708500,TIRINHAS EMPANA REZENDE KG,1,"R$8,00"
2019,maio,1708500,APRESUNTADO BATAVO KG,0,"R$9,90"
2019,maio,1708500,APRESUNTADO LEBON KG,0,"R$9,47"
2019,maio,1708500,APRESUNTADO LEBON VACUO KG PED,0,"R$39,90"
2019,maio,1708500,APRESUNTADO PERDIGAO KG APR015,4,"R$20,09"
2019,maio,1708500,APRESUNTADO PERDIGAO KG FAT APRO15,53,"R$22,98"
2019,maio,1708500,APRESUNTADO REZENDE PECA/PEDACO KG,3,"R$6,19"
2019,maio,1708500,APRESUNTADO SADIA RETANGULAR KG,2,"R$21,56"
2019,maio,1708500,APRESUNTADO SADIA RETANGULAR KG FAT,41,"R$21,48"
2019,maio,1708500,APRESUNTADO SEARA KG PED,1,"R$16,71"
2019,maio,1708500,BACON MANTA SADIA KG,1086,"R$19,78"
2019,maio,1708500,BACON PERDIGAO KG EM PEDACO,19,"R$54,17"
2019,maio,1708500,BACON PERDIGAO KG MANTA,412,"R$19,21"
2019,maio,1708500,BLANQUET DE PERU SADIA KG FAT,46,"R$45,09"
2019,maio,1708500,BLANQUET DE PERU SADIA KG LIGHT,1,"R$41,90"
2019,maio,1708500,BLANQUET DE PERU SADIA KG PED,1,"R$41,54"
2019,maio,1708500,COSTELA SEARA 1KG C MOLHO,4,"R$42,99"
2019,maio,1708500,LANCHE GOSTOSINHA KG BOVINO,70,"R$5,65"
2019,maio,1708500,LANCHE GOSTOSINHA KG FAT,221,"R$6,24"
2019,maio,1708500,LANCHE GOSTOSINHA KG PED,34,"R$5,65"
2019,maio,1708500,LANCHE PERDIGAO KG,0,"R$18,97"
2019,maio,1708500,LANCHE PERDIGAO KG FAT CHESTER,83,"R$21,48"
2019,maio,1708500,LANCHE PERDIGAO KG PED,1,"R$15,00"
2019,maio,1708500,LANCHE PERDIGAO KG PED CHESTER,2,"R$18,69"
2019,maio,1708500,LANCHE REGINA KG FAT,115,"R$11,39"
2019,maio,1708500,LANCHE REGINA KG FRANGO,7,"R$10,29"
2019,maio,1708500,LANCHE REGINA KG PED,3,"R$10,27"
2019,maio,1708500,LANCHE REZENDE VACUO KG FAT,1,"R$29,90"
2019,maio,1708500,LOMBO SEARA T CANADENSE KG,0,"R$33,47"
2019,maio,1708500,LOMBO SEARA T CANADENSE KG FAT,12,"R$33,49"
2019,maio,1708500,LOMBO SEARA T.CANADENSE KG PED,11,"R$33,48"
2019,maio,1708500,MORTADELA LEBON MINI DOUX KG,0,"R$5,25"
2019,maio,1708500,MORTADELA PERDIGAO KG BOLOGNA OURO,6,"R$22,33"
2019,maio,1708500,MORTADELA SADIA KG SUINA FAT,16,"R$7,91"
2019,maio,1708500,MORTADELA SADIA KG SUINA PED,1,"R$7,19"
2019,maio,1708500,PEITO CHESTER KG DEFUMADO FAT,4,"R$49,88"
2019,maio,1708500,PEITO DE AVE SEARA DEFUMADA KG,0,"R$30,28"
2019,maio,1708500,PEITO DE FGO SADIA KG A GRANEL FAT,123,"R$24,96"
2019,maio,1708500,PEITO DE FGO SADIA KG A GRANEL PED,0,"R$25,00"
2019,maio,1708500,PEITO DE FGO SADIA KG DEFUMADO,1,"R$24,98"
2019,maio,1708500,PEITO DE PERU SADIA KG LIGHT DEFUM,0,"R$54,90"
2019,maio,1708500,PEITO DE PERU SADIA KG LIGHT FAT,118,"R$62,28"
2019,maio,1708500,PEITO DE PERU SADIA KG LIGHT PED,4,"R$56,90"
2019,maio,1708500,PEITO DE PERU SEARA KG,4,"R$42,90"
2019,maio,1708500,PEITO DE PERU SEARA KG DEFUMADO FAT,53,"R$47,90"
2019,maio,1708500,PRES CERATTI CONTADINO FIORU KG PED,1,"R$152,40"
